Ensembl_Gene_ID	MGI_ID
ENSG00000163235	MGI:1856268
ENSG00000163235	MGI:1856388
ENSG00000105329	MGI:1857671
ENSG00000196586	MGI:1913078
ENSG00000171316	MGI:1862003
ENSG00000072274	MGI:1859944
ENSG00000141510	MGI:1926340
ENSG00000141510	MGI:1857263
ENSG00000073282	MGI:1934269
ENSG00000078900	MGI:1859911
ENSG00000103197	MGI:1857938
ENSG00000103197	MGI:1926345
ENSG00000137561	MGI:1932559
ENSG00000166402	MGI:1861349
ENSG00000166402	MGI:1857081
ENSG00000118939	MGI:1930988
ENSG00000164853	MGI:1859373
ENSG00000164853	MGI:1928812
ENSG00000035403	MGI:1857730
ENSG00000111424	MGI:1859929
ENSG00000112715	MGI:1931041
ENSG00000134086	MGI:2136646
ENSG00000143147	MGI:1857087
ENSG00000109072	MGI:1931522
ENSG00000154764	MGI:1857009
ENSG00000154764	MGI:1857704
ENSG00000152422	MGI:1926771
ENSG00000176105	MGI:1857269
ENSG00000176105	MGI:1929675
ENSG00000166529	MGI:1926800
ENSG00000182968	MGI:2137412
ENSG00000177045	MGI:2148692
ENSG00000177045	MGI:2148689
ENSG00000065154	MGI:2150441
ENSG00000162551	MGI:1857124
ENSG00000077782	MGI:2150650
ENSG00000060718	MGI:1856399
ENSG00000138814	MGI:2150749
ENSG00000175097	MGI:1858556
ENSG00000130203	MGI:2137814
ENSG00000142192	MGI:2136847
ENSG00000141837	MGI:2154404
ENSG00000151694	MGI:1857753
ENSG00000105329	MGI:1857258
ENSG00000084234	MGI:2138038
ENSG00000130203	MGI:2152302
ENSG00000240583	MGI:1857807
ENSG00000165272	MGI:2150021
ENSG00000171885	MGI:1857808
ENSG00000161798	MGI:2150059
ENSG00000135446	MGI:2149587
ENSG00000172216	MGI:2149329
ENSG00000184908	MGI:2148676
ENSG00000197635	MGI:2150161
ENSG00000124205	MGI:1857160
ENSG00000136160	MGI:1857161
ENSG00000140009	MGI:2152217
ENSG00000170323	MGI:2148887
ENSG00000010310	MGI:2149964
ENSG00000112164	MGI:2150310
ENSG00000171105	MGI:1857204
ENSG00000171105	MGI:2149629
ENSG00000169047	MGI:2136455
ENSG00000169047	MGI:2136643
ENSG00000276155	MGI:2138030
ENSG00000038945	MGI:1857874
ENSG00000162992	MGI:2148229
ENSG00000089250	MGI:1857227
ENSG00000007171	MGI:1857228
ENSG00000164867	MGI:2150145
ENSG00000164867	MGI:1857229
ENSG00000145675	MGI:2149438
ENSG00000145675	MGI:2149414
ENSG00000132170	MGI:2149838
ENSG00000080815	MGI:2149116
ENSG00000080815	MGI:1932738
ENSG00000080815	MGI:1930937
ENSG00000080815	MGI:1930934
ENSG00000143801	MGI:2149117
ENSG00000143801	MGI:1930939
ENSG00000160951	MGI:2137762
ENSG00000050628	MGI:2137759
ENSG00000171522	MGI:2137851
ENSG00000171522	MGI:2137850
ENSG00000160013	MGI:2137832
ENSG00000165731	MGI:2136894
ENSG00000181856	MGI:2149725
ENSG00000230108	MGI:2149024
ENSG00000230108	MGI:1860250
ENSG00000067182	MGI:1857468
ENSG00000028137	MGI:1860087
ENSG00000070193	MGI:1927833
ENSG00000111241	MGI:1857573
ENSG00000111241	MGI:1927559
ENSG00000140285	MGI:1891569
ENSG00000176165	MGI:1857771
ENSG00000109101	MGI:1929717
ENSG00000109101	MGI:1856502
ENSG00000109101	MGI:1926361
ENSG00000010810	MGI:1857172
ENSG00000010810	MGI:1930480
ENSG00000109458	MGI:1926435
ENSG00000166206	MGI:1857174
ENSG00000164404	MGI:1930111
ENSG00000151892	MGI:1926439
ENSG00000121634	MGI:1857499
ENSG00000176884	MGI:1928280
ENSG00000176884	MGI:1928327
ENSG00000176884	MGI:1928283
ENSG00000176884	MGI:1928270
ENSG00000176884	MGI:1928284
ENSG00000176884	MGI:1928279
ENSG00000183454	MGI:1928285
ENSG00000089472	MGI:1862022
ENSG00000163666	MGI:1931124
ENSG00000019991	MGI:1929776
ENSG00000105991	MGI:1857504
ENSG00000105991	MGI:1857840
ENSG00000105991	MGI:1931847
ENSG00000123364	MGI:1926422
ENSG00000123364	MGI:1926425
ENSG00000140968	MGI:1926332
ENSG00000017427	MGI:1926485
ENSG00000140443	MGI:1926486
ENSG00000115221	MGI:1926484
ENSG00000149596	MGI:1891502
ENSG00000157404	MGI:1862025
ENSG00000157404	MGI:1862026
ENSG00000049130	MGI:1862027
ENSG00000049130	MGI:1862028
ENSG00000049130	MGI:1862029
ENSG00000049130	MGI:1862030
ENSG00000043355	MGI:1862004
ENSG00000172037	MGI:2138070
ENSG00000133424	MGI:1856965
ENSG00000138795	MGI:1926601
ENSG00000138795	MGI:1933764
ENSG00000116678	MGI:1888983
ENSG00000105370	MGI:1862040
ENSG00000131446	MGI:1857217
ENSG00000131446	MGI:1857564
ENSG00000135517	MGI:1857104
ENSG00000135517	MGI:1857105
ENSG00000135517	MGI:1856608
ENSG00000100985	MGI:1932294
ENSG00000014641	MGI:1933639
ENSG00000163132	MGI:1926386
ENSG00000120149	MGI:1926381
ENSG00000135525	MGI:2148221
ENSG00000111049	MGI:1933774
ENSG00000111046	MGI:1913092
ENSG00000111046	MGI:1927607
ENSG00000111046	MGI:1857220
ENSG00000091536	MGI:2135915
ENSG00000129152	MGI:1857221
ENSG00000122180	MGI:1857667
ENSG00000122180	MGI:1927620
ENSG00000122180	MGI:1913094
ENSG00000158517	MGI:1934143
ENSG00000196712	MGI:1857444
ENSG00000196712	MGI:1857478
ENSG00000064300	MGI:1857226
ENSG00000183072	MGI:1857618
ENSG00000183072	MGI:1927227
ENSG00000167034	MGI:1928654
ENSG00000167034	MGI:1926960
ENSG00000148400	MGI:1933835
ENSG00000148400	MGI:1857230
ENSG00000148400	MGI:1857877
ENSG00000148400	MGI:1913189
ENSG00000134250	MGI:1857783
ENSG00000012504	MGI:2137330
ENSG00000113580	MGI:1931329
ENSG00000118257	MGI:1927804
ENSG00000185652	MGI:1857232
ENSG00000185652	MGI:1933843
ENSG00000185652	MGI:1933844
ENSG00000185652	MGI:1861706
ENSG00000225950	MGI:1930044
ENSG00000225950	MGI:1857233
ENSG00000225950	MGI:1933845
ENSG00000065320	MGI:1927548
ENSG00000198400	MGI:1888374
ENSG00000198400	MGI:1933963
ENSG00000148053	MGI:1857814
ENSG00000148053	MGI:1930163
ENSG00000148053	MGI:1933974
ENSG00000140538	MGI:1888375
ENSG00000140538	MGI:1933975
ENSG00000115507	MGI:2136272
ENSG00000172818	MGI:1926599
ENSG00000007372	MGI:1931308
ENSG00000007372	MGI:1934365
ENSG00000007372	MGI:1934366
ENSG00000007372	MGI:1856157
ENSG00000007372	MGI:1856156
ENSG00000007372	MGI:1934347
ENSG00000135049	MGI:1856535
ENSG00000135049	MGI:1857523
ENSG00000135049	MGI:1856129
ENSG00000197461	MGI:1926817
ENSG00000134853	MGI:1926714
ENSG00000120094	MGI:1928090
ENSG00000147246	MGI:1857439
ENSG00000036473	MGI:1856179
ENSG00000036473	MGI:1856178
ENSG00000204740	MGI:2154956
ENSG00000101180	MGI:2155128
ENSG00000149177	MGI:2155183
ENSG00000188786	MGI:2155608
ENSG00000188786	MGI:2155609
ENSG00000065882	MGI:2156037
ENSG00000105976	MGI:2156626
ENSG00000275331	MGI:2156660
ENSG00000275331	MGI:2156733
ENSG00000102879	MGI:2156814
ENSG00000134438	MGI:2152531
ENSG00000108839	MGI:1932927
ENSG00000120868	MGI:1860245
ENSG00000120868	MGI:1928692
ENSG00000149311	MGI:1857132
ENSG00000149311	MGI:1926343
ENSG00000149311	MGI:1933748
ENSG00000149311	MGI:1926875
ENSG00000149311	MGI:1933746
ENSG00000165240	MGI:1856096
ENSG00000126895	MGI:2150344
ENSG00000273686	MGI:1927183
ENSG00000109705	MGI:1931319
ENSG00000176697	MGI:1930038
ENSG00000176697	MGI:1857136
ENSG00000176697	MGI:1930110
ENSG00000176697	MGI:1929986
ENSG00000176697	MGI:1891516
ENSG00000176697	MGI:1929985
ENSG00000132639	MGI:1862014
ENSG00000168487	MGI:1857952
ENSG00000112175	MGI:1858106
ENSG00000104267	MGI:2135646
ENSG00000168582	MGI:1856493
ENSG00000007372	MGI:1856585
ENSG00000177455	MGI:1931143
ENSG00000164885	MGI:1861809
ENSG00000176749	MGI:1931885
ENSG00000124762	MGI:1888950
ENSG00000124762	MGI:1933751
ENSG00000111276	MGI:1888808
ENSG00000111276	MGI:1888790
ENSG00000111276	MGI:1857146
ENSG00000147889	MGI:1926877
ENSG00000147889	MGI:1857942
ENSG00000147883	MGI:1933760
ENSG00000123080	MGI:1933761
ENSG00000123080	MGI:1933762
ENSG00000129355	MGI:1927668
ENSG00000165556	MGI:1857928
ENSG00000165556	MGI:1926374
ENSG00000149554	MGI:1928818
ENSG00000149554	MGI:1926528
ENSG00000283220	MGI:1933976
ENSG00000121966	MGI:1934166
ENSG00000163755	MGI:1861609
ENSG00000117322	MGI:1932568
ENSG00000005339	MGI:1928775
ENSG00000005339	MGI:1926888
ENSG00000005339	MGI:1928768
ENSG00000099942	MGI:1931805
ENSG00000160202	MGI:1858023
ENSG00000160202	MGI:1858025
ENSG00000108255	MGI:1857969
ENSG00000244752	MGI:2137511
ENSG00000168582	MGI:1857595
ENSG00000182187	MGI:1857597
ENSG00000118231	MGI:1858026
ENSG00000103653	MGI:1929683
ENSG00000103653	MGI:1861914
ENSG00000103653	MGI:1930554
ENSG00000038427	MGI:1857689
ENSG00000136943	MGI:1856878
ENSG00000136943	MGI:1889860
ENSG00000136943	MGI:2136432
ENSG00000123454	MGI:1857556
ENSG00000198947	MGI:1856328
ENSG00000134757	MGI:1857386
ENSG00000134757	MGI:1856692
ENSG00000134757	MGI:1857388
ENSG00000135636	MGI:1857883
ENSG00000164330	MGI:1928729
ENSG00000146648	MGI:1856402
ENSG00000135638	MGI:1928281
ENSG00000163064	MGI:1889804
ENSG00000163064	MGI:1930621
ENSG00000163064	MGI:1930647
ENSG00000163064	MGI:1930664
ENSG00000164778	MGI:1857164
ENSG00000164778	MGI:1930810
ENSG00000143819	MGI:2137236
ENSG00000141736	MGI:1929071
ENSG00000141736	MGI:1929070
ENSG00000065361	MGI:1929072
ENSG00000065361	MGI:1929598
ENSG00000178568	MGI:1929607
ENSG00000187017	MGI:1856573
ENSG00000157557	MGI:1891557
ENSG00000104313	MGI:1857803
ENSG00000101981	MGI:1932244
ENSG00000101981	MGI:1932265
ENSG00000138829	MGI:1935122
ENSG00000066926	MGI:1858114
ENSG00000070193	MGI:1859647
ENSG00000134982	MGI:1856318
ENSG00000205795	MGI:1856831
ENSG00000134982	MGI:1857957
ENSG00000134982	MGI:1857951
ENSG00000134982	MGI:1858101
ENSG00000136352	MGI:1857494
ENSG00000075213	MGI:2158944
ENSG00000164442	MGI:2176158
ENSG00000157404	MGI:2176284
ENSG00000100206	MGI:2176331
ENSG00000276701	MGI:2176337
ENSG00000276072	MGI:2176283
ENSG00000100979	MGI:2176342
ENSG00000005381	MGI:2176344
ENSG00000101327	MGI:2176368
ENSG00000131238	MGI:2176390
ENSG00000231618	MGI:2176405
ENSG00000138448	MGI:1857889
ENSG00000197386	MGI:1857722
ENSG00000115904	MGI:2155441
ENSG00000115904	MGI:2155442
ENSG00000134086	MGI:1857702
ENSG00000185651	MGI:2153819
ENSG00000186350	MGI:1857672
ENSG00000143437	MGI:1857680
ENSG00000064195	MGI:2155443
ENSG00000137270	MGI:2153827
ENSG00000113196	MGI:2153824
ENSG00000113196	MGI:2153823
ENSG00000112559	MGI:2155446
ENSG00000179348	MGI:1857743
ENSG00000107485	MGI:2153825
ENSG00000107485	MGI:2153826
ENSG00000066468	MGI:2153790
ENSG00000066468	MGI:2153799
ENSG00000066468	MGI:2153813
ENSG00000066468	MGI:2153815
ENSG00000066468	MGI:2153817
ENSG00000066468	MGI:2153818
ENSG00000112561	MGI:2155472
ENSG00000100031	MGI:1857766
ENSG00000121634	MGI:2137411
ENSG00000197386	MGI:1857180
ENSG00000113140	MGI:2137432
ENSG00000113140	MGI:1888383
ENSG00000243215	MGI:1861933
ENSG00000178573	MGI:2148636
ENSG00000243649	MGI:1861129
ENSG00000196396	MGI:2176520
ENSG00000179295	MGI:2176524
ENSG00000179295	MGI:2176526
ENSG00000138798	MGI:2176530
ENSG00000109321	MGI:2176531
ENSG00000146648	MGI:1856397
ENSG00000112333	MGI:2176490
ENSG00000110876	MGI:2176571
ENSG00000125266	MGI:2176476
ENSG00000155897	MGI:2176596
ENSG00000148926	MGI:2176598
ENSG00000175054	MGI:2176600
ENSG00000175054	MGI:2176604
ENSG00000171552	MGI:2158303
ENSG00000137203	MGI:2176682
ENSG00000137203	MGI:1888387
ENSG00000143437	MGI:2176696
ENSG00000171552	MGI:2176699
ENSG00000171791	MGI:2156165
ENSG00000171791	MGI:1857134
ENSG00000171791	MGI:1857430
ENSG00000233276	MGI:2158814
ENSG00000140379	MGI:2158426
ENSG00000129473	MGI:1857389
ENSG00000129473	MGI:2158430
ENSG00000124493	MGI:1857980
ENSG00000153094	MGI:2156498
ENSG00000176697	MGI:2176750
ENSG00000283187	MGI:2176758
ENSG00000196712	MGI:2137365
ENSG00000196712	MGI:2176764
ENSG00000168959	MGI:1857437
ENSG00000113262	MGI:1857985
ENSG00000196277	MGI:1857984
ENSG00000116678	MGI:2176775
ENSG00000134352	MGI:2176787
ENSG00000075388	MGI:1858006
ENSG00000075388	MGI:1858005
ENSG00000120251	MGI:1857436
ENSG00000107831	MGI:2150346
ENSG00000107831	MGI:1857843
ENSG00000164418	MGI:1857979
ENSG00000107831	MGI:2150347
ENSG00000126010	MGI:1857462
ENSG00000107831	MGI:2150348
ENSG00000082701	MGI:1888887
ENSG00000152822	MGI:1857986
ENSG00000152822	MGI:1857987
ENSG00000196743	MGI:1861930
ENSG00000107831	MGI:2150350
ENSG00000107831	MGI:2150351
ENSG00000108823	MGI:1934922
ENSG00000130702	MGI:1934917
ENSG00000134769	MGI:2148537
ENSG00000152818	MGI:2148539
ENSG00000152818	MGI:2148589
ENSG00000198947	MGI:2148259
ENSG00000111087	MGI:1857797
ENSG00000169031	MGI:1934893
ENSG00000169562	MGI:1857927
ENSG00000182963	MGI:1861741
ENSG00000182963	MGI:1861740
ENSG00000163254	MGI:2176919
ENSG00000146648	MGI:1935113
ENSG00000151892	MGI:1934205
ENSG00000017427	MGI:1857466
ENSG00000017427	MGI:1861704
ENSG00000106633	MGI:1857469
ENSG00000152661	MGI:1857177
ENSG00000152661	MGI:2159007
ENSG00000106633	MGI:1861929
ENSG00000168505	MGI:1857634
ENSG00000134086	MGI:2136645
ENSG00000186350	MGI:2136274
ENSG00000105290	MGI:2154545
ENSG00000084234	MGI:2137246
ENSG00000142192	MGI:2154535
ENSG00000142192	MGI:2154522
ENSG00000116035	MGI:2159246
ENSG00000167077	MGI:2176973
ENSG00000138829	MGI:2157491
ENSG00000122691	MGI:2157489
ENSG00000100206	MGI:2177010
ENSG00000245848	MGI:2177053
ENSG00000245848	MGI:2177068
ENSG00000080815	MGI:2155771
ENSG00000262446	MGI:1857175
ENSG00000245848	MGI:2177135
ENSG00000165060	MGI:2177162
ENSG00000125798	MGI:1857725
ENSG00000156574	MGI:1856970
ENSG00000139618	MGI:1930615
ENSG00000139618	MGI:2177233
ENSG00000139618	MGI:2177211
ENSG00000105220	MGI:1932543
ENSG00000105220	MGI:1857497
ENSG00000105220	MGI:1857274
ENSG00000105220	MGI:2177275
ENSG00000105220	MGI:2177276
ENSG00000105220	MGI:2177277
ENSG00000105220	MGI:2177278
ENSG00000099721	MGI:2177294
ENSG00000171316	MGI:2177297
ENSG00000171316	MGI:2177299
ENSG00000141736	MGI:2177256
ENSG00000165091	MGI:1856845
ENSG00000165091	MGI:2177263
ENSG00000125798	MGI:2177337
ENSG00000213614	MGI:1857181
ENSG00000001626	MGI:1857544
ENSG00000049860	MGI:1857438
ENSG00000001626	MGI:1856709
ENSG00000001626	MGI:1856710
ENSG00000001626	MGI:1857897
ENSG00000001626	MGI:1857896
ENSG00000001626	MGI:1857151
ENSG00000001626	MGI:2177535
ENSG00000001626	MGI:1857898
ENSG00000001626	MGI:1857545
ENSG00000001626	MGI:2177540
ENSG00000001626	MGI:2177539
ENSG00000102145	MGI:1857600
ENSG00000131808	MGI:1857434
ENSG00000109458	MGI:1934204
ENSG00000185359	MGI:1861937
ENSG00000128683	MGI:2177566
ENSG00000128683	MGI:2177565
ENSG00000136750	MGI:1861928
ENSG00000136750	MGI:2177567
ENSG00000100644	MGI:1857719
ENSG00000188620	MGI:1857493
ENSG00000145863	MGI:1857173
ENSG00000113327	MGI:2177608
ENSG00000108064	MGI:1860956
ENSG00000188620	MGI:1857577
ENSG00000188620	MGI:1857541
ENSG00000054598	MGI:1857869
ENSG00000012048	MGI:2177209
ENSG00000115297	MGI:1857514
ENSG00000106633	MGI:2177703
ENSG00000105996	MGI:1858003
ENSG00000163513	MGI:2158728
ENSG00000137070	MGI:2177774
ENSG00000137070	MGI:2177775
ENSG00000137070	MGI:2177778
ENSG00000128342	MGI:2177780
ENSG00000106038	MGI:2177782
ENSG00000172270	MGI:2177802
ENSG00000143384	MGI:2159362
ENSG00000095303	MGI:1857238
ENSG00000073756	MGI:1857239
ENSG00000073756	MGI:2158457
ENSG00000102755	MGI:1934260
ENSG00000259207	MGI:2177827
ENSG00000259207	MGI:2175913
ENSG00000118058	MGI:1932081
ENSG00000118058	MGI:2177819
ENSG00000135363	MGI:2177821
ENSG00000106991	MGI:2177823
ENSG00000106991	MGI:2177822
ENSG00000160789	MGI:2177930
ENSG00000112062	MGI:2177830
ENSG00000105989	MGI:2177935
ENSG00000127445	MGI:2177943
ENSG00000180210	MGI:2177948
ENSG00000139083	MGI:2177950
ENSG00000163251	MGI:2177951
ENSG00000163104	MGI:2177964
ENSG00000170421	MGI:2178042
ENSG00000170178	MGI:2177960
ENSG00000157404	MGI:2178053
ENSG00000128714	MGI:1857871
ENSG00000005073	MGI:2135973
ENSG00000117601	MGI:2178128
ENSG00000136235	MGI:2177814
ENSG00000107165	MGI:2178126
ENSG00000157404	MGI:1856260
ENSG00000175084	MGI:2178321
ENSG00000133256	MGI:1856373
ENSG00000170689	MGI:2150429
ENSG00000090932	MGI:2178443
ENSG00000137462	MGI:2178675
ENSG00000128710	MGI:1857962
ENSG00000165704	MGI:1861939
ENSG00000142798	MGI:1934891
ENSG00000147862	MGI:2178748
ENSG00000166963	MGI:2154968
ENSG00000142798	MGI:1934892
ENSG00000165588	MGI:2178747
ENSG00000283094	MGI:1857936
ENSG00000283094	MGI:1857937
ENSG00000283094	MGI:2151804
ENSG00000136273	MGI:1927769
ENSG00000090339	MGI:1857183
ENSG00000090339	MGI:1857292
ENSG00000120833	MGI:1856899
ENSG00000150594	MGI:2179108
ENSG00000123892	MGI:1856819
ENSG00000077097	MGI:2179201
ENSG00000128322	MGI:1857189
ENSG00000104365	MGI:1857769
ENSG00000104365	MGI:1857761
ENSG00000168811	MGI:1857200
ENSG00000096996	MGI:1857440
ENSG00000081985	MGI:1861950
ENSG00000115594	MGI:1861112
ENSG00000115594	MGI:1857441
ENSG00000134460	MGI:1857192
ENSG00000100385	MGI:1857193
ENSG00000104856	MGI:2179545
ENSG00000104856	MGI:2179544
ENSG00000162924	MGI:2179622
ENSG00000196878	MGI:2179716
ENSG00000089169	MGI:2179730
ENSG00000105649	MGI:1857240
ENSG00000102003	MGI:2179741
ENSG00000164442	MGI:2179740
ENSG00000135638	MGI:1857433
ENSG00000135638	MGI:2176219
ENSG00000147168	MGI:1861947
ENSG00000177606	MGI:2149630
ENSG00000126247	MGI:2179226
ENSG00000113520	MGI:1934015
ENSG00000113520	MGI:1857195
ENSG00000077238	MGI:1861951
ENSG00000113525	MGI:1861948
ENSG00000164736	MGI:2179440
ENSG00000134323	MGI:2178220
ENSG00000134323	MGI:2178216
ENSG00000136931	MGI:1857712
ENSG00000136244	MGI:1857197
ENSG00000136931	MGI:1931426
ENSG00000136931	MGI:1857391
ENSG00000104432	MGI:1857652
ENSG00000136931	MGI:2180092
ENSG00000136931	MGI:2180013
ENSG00000116990	MGI:2178221
ENSG00000168685	MGI:1857198
ENSG00000134323	MGI:2179462
ENSG00000122641	MGI:1861957
ENSG00000163083	MGI:1857203
ENSG00000159164	MGI:2179735
ENSG00000125347	MGI:1857205
ENSG00000168310	MGI:2175949
ENSG00000159164	MGI:2179736
ENSG00000185518	MGI:2179737
ENSG00000113722	MGI:2154514
ENSG00000150995	MGI:1856981
ENSG00000150995	MGI:2180360
ENSG00000005884	MGI:1857792
ENSG00000135862	MGI:1934900
ENSG00000100321	MGI:2179744
ENSG00000138101	MGI:2179747
ENSG00000220205	MGI:2179745
ENSG00000073861	MGI:2180194
ENSG00000115232	MGI:1857206
ENSG00000161638	MGI:1857207
ENSG00000156925	MGI:2180720
ENSG00000128918	MGI:2180721
ENSG00000139626	MGI:1861953
ENSG00000123384	MGI:2178192
ENSG00000196776	MGI:1861955
ENSG00000105639	MGI:1857276
ENSG00000177606	MGI:2149755
ENSG00000177606	MGI:2149757
ENSG00000173801	MGI:1857539
ENSG00000107779	MGI:2158342
ENSG00000107779	MGI:2181295
ENSG00000173801	MGI:1861958
ENSG00000101440	MGI:1855937
ENSG00000101440	MGI:2181392
ENSG00000101440	MGI:1856464
ENSG00000101440	MGI:2181393
ENSG00000111262	MGI:1861959
ENSG00000118260	MGI:2153538
ENSG00000095794	MGI:2181391
ENSG00000095794	MGI:2158921
ENSG00000087085	MGI:2179948
ENSG00000101400	MGI:2179769
ENSG00000180509	MGI:1857442
ENSG00000177606	MGI:1857209
ENSG00000077782	MGI:2181471
ENSG00000077782	MGI:2181473
ENSG00000077782	MGI:2153342
ENSG00000077782	MGI:2153353
ENSG00000077782	MGI:2153355
ENSG00000077782	MGI:2153343
ENSG00000077782	MGI:2153344
ENSG00000077782	MGI:2153345
ENSG00000077782	MGI:2153346
ENSG00000077782	MGI:2153347
ENSG00000077782	MGI:2153348
ENSG00000077782	MGI:2153349
ENSG00000077782	MGI:2153350
ENSG00000077782	MGI:2153351
ENSG00000077782	MGI:2153352
ENSG00000141837	MGI:2180190
ENSG00000131437	MGI:1861960
ENSG00000133116	MGI:1889570
ENSG00000105610	MGI:1857162
ENSG00000067715	MGI:1857252
ENSG00000067715	MGI:2180146
